project_id,start_date,end_date,planned_duration,planned_budget,actual_budget,budget_overrun_pct,team_size,priority,department,program_type,risk_level,complexity,manager_experience,scope_changes,delayed_tasks,resource_utilization_pct,schedule_overrun_pct,success,ROI,customer_satisfaction
PRJ-1156,2022-06-05,2023-01-09,218,2461963.5,3539905.94,43.78,41,High,Marketing,System Upgrade,2.2,4.65,14,2,1,91.07,53.05,1,25.46,2.61
PRJ-1157,2022-07-14,2023-02-08,209,2778241.81,2918179.6,5.04,11,High,Marketing,Process Improvement,4.43,5.57,3,2,7,85.99,36.41,1,31.43,2.56
PRJ-1158,2021-01-24,2021-04-19,85,1861134.76,2371795.04,27.44,10,High,Marketing,Cost Reduction,3.36,3.56,11,1,1,92.45,41.59,1,26.19,3.71
PRJ-1159,2020-06-25,2021-05-13,322,1443999.41,1085232.33,-24.85,15,Medium,IT,Cost Reduction,6.75,7.95,14,2,8,80.03,55.19,1,15.4,2.27
PRJ-1160,2022-07-08,2023-05-23,319,2381253.25,3074671.58,29.12,42,Medium,HR,Process Improvement,6.55,6.73,5,0,9,86.67,46.68,0,-18.94,2.14
PRJ-1161,2021-03-21,2021-08-13,145,2454796.27,2880181.25,17.33,40,Medium,Operations,Cost Reduction,5.64,5.26,14,2,5,104.09,56.07,1,2.9,2.4
PRJ-1162,2021-07-26,2022-03-15,232,3910942.22,3534285.19,-9.63,40,Medium,Marketing,New Product Launch,4.5,8.03,19,2,6,91.02,49.96,0,-6.82,1.87
PRJ-1163,2021-07-05,2022-05-08,307,4947687.24,4896593.58,-1.03,3,Low,IT,Cost Reduction,5.97,1.91,10,3,3,84.32,33.06,0,-15.42,2.31
PRJ-1164,2020-09-25,2021-03-16,172,2322663.92,2629609.61,13.22,8,High,HR,Cost Reduction,4.63,3.93,2,0,3,87.26,35.52,1,16.45,3.01
PRJ-1165,2021-07-28,2021-09-14,48,4695486.68,4736232.91,0.87,46,High,Marketing,New Product Launch,7.06,7.69,20,4,4,96.57,79.26,0,-13.16,1.0
PRJ-1166,2021-03-04,2021-11-08,249,1139438.95,1618269.01,42.02,5,Medium,Operations,Compliance,5.32,5.03,11,1,3,69.24,32.2,0,-17.38,1.67
PRJ-1167,2021-10-24,2022-05-14,202,4173002.09,2615769.94,-37.32,8,Low,HR,System Upgrade,5.51,4.26,6,2,4,100.08,37.39,0,-14.06,2.34
PRJ-1168,2022-01-28,2022-07-26,179,1366345.83,1885415.39,37.99,35,Low,Operations,Compliance,7.14,1.46,9,1,3,78.75,38.81,0,-18.77,1.7
PRJ-1169,2020-04-25,2020-06-18,54,1711335.2,1719978.94,0.51,12,Low,HR,Cost Reduction,4.25,3.99,2,2,1,81.41,36.4,0,-16.46,2.05
PRJ-1170,2022-09-25,2023-09-22,362,80974.48,85958.86,6.16,17,Low,HR,Cost Reduction,3.57,5.95,15,1,2,82.32,30.68,0,-15.07,2.36
PRJ-1171,2022-07-14,2022-11-21,130,1434742.54,1361880.73,-5.08,16,Low,Operations,Cost Reduction,1.0,4.25,3,3,1,86.0,32.41,1,7.41,2.38
PRJ-1172,2022-08-22,2023-02-13,175,4145414.95,2880232.37,-30.52,36,High,Marketing,System Upgrade,6.85,6.05,4,3,7,73.62,50.62,1,24.94,3.33
PRJ-1173,2021-02-18,2021-09-24,218,1482725.63,2099426.87,41.59,34,Medium,HR,Cost Reduction,2.37,8.53,2,3,0,68.3,38.14,0,-14.32,1.52
PRJ-1174,2022-09-18,2023-01-20,124,1505633.94,1780697.52,18.27,4,Medium,Finance,Cost Reduction,3.55,5.57,19,0,7,109.97,17.25,1,36.07,4.22
PRJ-1175,2022-04-24,2023-03-15,325,3322646.36,2799485.23,-15.75,44,High,Finance,Process Improvement,6.52,2.48,13,2,5,74.29,63.17,0,-15.47,1.1
PRJ-1176,2021-06-10,2021-09-25,107,4457402.39,6126425.99,37.44,26,High,Finance,Compliance,8.9,6.43,5,3,10,63.93,76.34,0,-18.76,1.76
PRJ-1177,2020-11-12,2021-05-02,171,1746518.08,1398753.53,-19.91,34,High,Marketing,Process Improvement,4.83,1.0,5,0,3,72.02,19.59,1,38.23,3.88
PRJ-1178,2020-11-21,2021-10-07,320,4070677.7,5543221.92,36.17,7,Medium,Marketing,Process Improvement,2.83,2.22,1,1,2,79.05,33.49,1,22.0,3.15
PRJ-1179,2020-05-08,2020-09-25,140,2043383.42,2560214.5,25.29,31,High,Operations,System Upgrade,5.54,7.11,16,0,8,73.18,53.55,0,-14.36,1.06
PRJ-1180,2020-07-29,2020-10-09,72,1168864.32,1516955.16,29.78,28,Medium,Operations,New Product Launch,10.0,2.89,9,0,3,75.39,65.23,1,4.79,3.88
PRJ-1181,2020-11-23,2021-08-09,259,2936494.58,3071885.37,4.61,49,High,Operations,Cost Reduction,7.8,2.32,4,1,3,81.26,46.39,1,21.32,3.79
PRJ-1182,2020-10-31,2021-02-12,104,3396719.88,2901847.51,-14.57,43,Low,HR,New Product Launch,2.1,3.96,11,2,2,81.59,5.72,1,9.75,3.78
PRJ-1183,2021-05-21,2021-10-03,135,3315466.85,4117781.1,24.2,40,Low,HR,Cost Reduction,1.0,2.61,7,2,2,68.17,6.6,0,-22.36,2.49
PRJ-1184,2020-03-11,2020-11-13,247,2996387.18,3273597.36,9.25,26,Medium,Finance,System Upgrade,7.05,5.37,11,3,3,98.91,62.43,1,19.64,3.79
PRJ-1185,2021-11-23,2022-08-01,251,1016225.96,984845.43,-3.09,3,Medium,Operations,Compliance,3.03,1.76,12,0,2,86.87,25.18,1,16.42,3.49
PRJ-1186,2020-06-20,2021-01-15,209,320098.77,389927.32,21.81,46,Medium,HR,Compliance,5.42,5.73,12,0,10,87.26,44.78,0,-8.56,2.66
PRJ-1187,2021-02-19,2021-08-17,179,4133026.15,5939423.37,43.71,7,Low,Operations,Process Improvement,5.28,8.18,10,2,1,76.41,63.08,0,-13.88,1.37
PRJ-1188,2022-06-22,2022-09-26,96,1389568.97,1426700.85,2.67,23,High,Operations,New Product Launch,2.22,5.1,16,4,1,80.7,36.12,0,-12.8,1.65
PRJ-1189,2022-07-25,2022-09-04,41,872070.52,877537.83,0.63,25,Medium,Operations,Process Improvement,6.96,1.0,18,1,1,80.29,54.28,1,29.44,3.04
PRJ-1190,2022-07-10,2023-06-27,352,3016830.64,2615034.21,-13.32,32,Low,Marketing,Compliance,7.27,2.43,20,2,4,84.63,59.44,1,13.24,2.83
PRJ-1191,2020-08-20,2021-04-22,245,3172051.35,3363134.39,6.02,45,Medium,Operations,Compliance,3.81,7.16,1,3,4,86.57,46.56,0,-16.46,2.58
PRJ-1192,2020-08-01,2021-04-23,265,4404027.41,4111791.97,-6.64,25,Medium,IT,New Product Launch,2.65,1.0,13,2,2,79.79,27.05,1,14.17,3.62
PRJ-1193,2021-10-10,2022-03-22,163,3736446.8,5007587.08,34.02,33,Medium,Marketing,Cost Reduction,5.12,2.19,13,1,3,66.6,33.84,1,30.13,3.24
PRJ-1194,2020-05-25,2021-02-03,254,3586349.8,3127692.42,-12.79,37,High,Finance,Cost Reduction,4.34,4.92,13,1,5,85.5,30.21,1,11.7,3.24
PRJ-1195,2020-01-21,2020-04-04,74,2161173.75,2819758.71,30.47,34,Medium,Operations,System Upgrade,4.22,5.8,10,3,5,76.35,32.41,0,-12.52,2.68
PRJ-1196,2021-06-08,2021-10-26,140,143779.75,126996.74,-11.67,43,Medium,Operations,System Upgrade,6.35,5.67,11,1,7,82.73,56.36,0,-16.27,2.15
PRJ-1197,2022-01-17,2022-11-18,305,319606.93,402986.77,26.09,47,Medium,Operations,System Upgrade,7.39,6.79,7,3,4,93.21,63.77,1,19.02,2.89
PRJ-1198,2020-07-01,2020-09-03,64,758648.72,984380.78,29.75,32,Low,Operations,New Product Launch,7.76,4.01,15,2,8,83.17,50.51,0,-11.29,1.41
PRJ-1199,2022-06-17,2023-04-26,313,926779.36,826902.84,-10.78,16,Medium,IT,System Upgrade,3.34,4.78,7,5,5,85.73,39.52,0,-13.05,2.23
PRJ-1200,2021-11-20,2022-11-15,360,2038876.02,1431540.68,-29.79,19,High,IT,New Product Launch,6.41,7.55,3,1,7,83.48,57.43,0,-9.02,2.25
PRJ-1201,2022-01-22,2022-08-28,218,1146510.5,1036522.39,-9.59,36,Medium,Marketing,Process Improvement,2.13,2.37,2,1,0,82.81,9.88,0,-17.53,1.5
PRJ-1202,2020-12-05,2021-04-02,118,2139851.56,1980631.71,-7.44,18,Low,HR,Process Improvement,6.17,5.86,11,1,8,93.78,46.71,0,-16.13,1.61
PRJ-1203,2022-05-27,2023-03-03,280,4387152.77,5063897.32,15.43,9,High,Operations,New Product Launch,4.76,6.48,4,2,3,83.94,42.71,1,23.02,2.16
PRJ-1204,2021-10-19,2022-02-04,108,4336876.59,4794294.31,10.55,20,Medium,Marketing,Cost Reduction,4.96,5.5,14,2,5,68.74,46.42,0,-18.88,1.42
PRJ-1205,2020-05-05,2021-01-01,241,2490137.01,1617120.36,-35.06,43,Medium,Finance,Process Improvement,7.45,5.27,16,4,4,84.08,48.15,1,19.81,2.29
PRJ-1206,2022-04-27,2022-06-21,55,622013.96,654262.46,5.18,19,Medium,IT,Process Improvement,7.52,3.72,15,5,6,76.09,71.89,0,-13.06,1.51
PRJ-1207,2021-12-04,2022-02-26,84,623324.26,786653.63,26.2,7,Low,IT,Compliance,5.81,3.9,1,3,10,90.39,48.91,0,-13.14,2.18
PRJ-1208,2020-03-14,2020-11-07,238,4840326.98,5841467.73,20.68,14,High,Finance,Compliance,8.84,8.22,15,2,7,93.28,80.0,0,-8.6,1.0
PRJ-1209,2021-10-18,2022-02-21,126,1196415.17,1309328.89,9.44,4,Medium,Operations,Cost Reduction,2.13,3.84,9,1,3,67.69,19.68,0,-10.49,2.81
PRJ-1210,2020-03-13,2020-05-26,74,4456671.28,7066477.72,58.56,49,Low,Marketing,New Product Launch,5.13,4.52,5,1,5,68.3,42.26,0,-10.08,2.62
PRJ-1211,2021-07-20,2021-10-06,78,4173040.09,3600374.39,-13.72,10,Medium,Marketing,New Product Launch,7.79,6.42,16,0,3,98.43,40.07,0,-17.54,3.37
PRJ-1212,2022-03-21,2023-03-19,363,608573.78,590220.45,-3.02,47,Medium,Finance,Compliance,10.0,3.31,4,4,5,82.44,77.54,0,-9.42,1.38
PRJ-1213,2020-03-18,2021-01-09,297,2889138.24,3916533.91,35.56,36,Low,HR,New Product Launch,5.05,6.47,13,1,6,90.38,50.95,0,-22.25,1.76
PRJ-1214,2022-10-29,2023-09-16,322,3194850.57,2983576.18,-6.61,23,Medium,Operations,System Upgrade,3.78,6.36,6,6,1,90.02,43.89,0,-13.29,2.53
PRJ-1215,2020-08-01,2020-12-14,135,4496858.61,5882470.67,30.81,20,High,Finance,New Product Launch,5.71,5.38,17,1,2,79.55,31.86,0,-11.8,1.93
PRJ-1216,2022-10-28,2023-03-18,141,3883376.5,4187484.32,7.83,23,Low,Operations,New Product Launch,1.0,4.3,7,2,3,87.95,23.27,0,-15.25,1.74
PRJ-1217,2020-02-26,2020-06-04,99,1221218.42,1589216.92,30.13,26,Medium,Finance,Cost Reduction,8.0,4.74,20,2,4,84.21,52.41,1,9.65,2.16
PRJ-1218,2021-03-10,2022-01-24,320,2909184.75,1977173.46,-32.04,26,Medium,Operations,Process Improvement,6.57,6.78,10,4,6,87.72,51.69,0,-16.0,1.03
PRJ-1219,2022-06-09,2022-10-20,133,556717.07,507226.83,-8.89,14,Medium,Finance,Compliance,5.48,5.8,18,2,6,88.29,57.2,1,12.79,3.02
PRJ-1220,2021-09-30,2022-07-04,277,3365284.53,2448568.31,-27.24,17,Low,HR,Cost Reduction,3.44,6.14,1,4,3,77.95,42.27,1,28.47,2.66
PRJ-1221,2020-12-22,2021-11-16,329,1543956.38,1928196.51,24.89,35,Medium,HR,System Upgrade,5.16,3.28,20,2,7,95.18,47.34,1,29.39,2.76
PRJ-1222,2020-08-08,2021-05-25,290,1966754.55,1679448.13,-14.61,6,Medium,Marketing,New Product Launch,2.82,2.99,2,3,2,67.91,23.19,1,25.95,3.02
PRJ-1223,2022-12-28,2023-04-12,105,1481757.32,1778093.96,20.0,3,High,Operations,Process Improvement,4.09,2.92,16,4,2,91.36,20.98,1,29.51,4.1
PRJ-1224,2022-12-10,2023-02-25,77,2596723.53,2671158.26,2.87,28,Medium,HR,Compliance,7.3,7.68,15,2,7,88.69,69.77,0,-8.78,1.0
PRJ-1225,2022-10-06,2023-03-29,174,4205293.51,3036466.56,-27.79,21,Medium,Finance,New Product Launch,3.1,3.79,4,2,1,89.6,29.12,0,-11.71,2.37
PRJ-1226,2021-11-21,2021-12-30,39,2631677.37,3436246.35,30.57,11,Medium,Finance,Process Improvement,6.31,4.3,8,1,1,72.24,50.39,0,-13.68,1.0
PRJ-1227,2022-06-15,2023-04-02,291,3936689.93,3743100.7,-4.92,29,Medium,Finance,System Upgrade,6.35,5.37,14,2,4,86.11,45.6,0,-15.21,1.3
PRJ-1228,2021-11-14,2022-02-06,84,480486.75,489165.76,1.81,15,Medium,HR,System Upgrade,5.86,7.28,2,6,8,79.09,62.36,0,-14.0,1.29
PRJ-1229,2021-06-12,2022-02-06,239,4266637.33,3928450.61,-7.93,13,Medium,HR,Process Improvement,4.21,2.74,15,0,1,86.77,8.25,0,-4.35,2.34
PRJ-1230,2021-10-02,2022-02-17,138,1218183.2,1206705.73,-0.94,41,High,Operations,Cost Reduction,4.33,1.0,14,0,4,90.91,26.8,1,19.66,3.93
PRJ-1231,2021-05-08,2021-12-24,230,665888.34,489970.22,-26.42,37,Medium,Marketing,Cost Reduction,6.61,10.0,4,3,3,89.13,63.0,0,-9.9,1.52
PRJ-1232,2021-03-25,2021-09-16,175,2251328.25,2494315.77,10.79,6,Medium,Operations,Cost Reduction,5.09,4.29,7,1,4,95.41,38.94,0,-5.0,1.84
PRJ-1233,2022-10-24,2022-11-29,36,493351.82,407490.5,-17.4,26,Medium,IT,System Upgrade,3.51,3.64,5,1,3,70.66,9.42,1,11.13,4.59
PRJ-1234,2021-04-05,2022-02-24,325,4298698.55,4161734.73,-3.19,19,High,Marketing,System Upgrade,7.01,3.89,17,1,6,78.4,65.71,1,31.97,3.13
PRJ-1235,2022-08-27,2023-06-20,297,823992.6,675065.45,-18.07,42,Medium,Finance,Cost Reduction,8.63,1.4,3,2,4,84.53,35.51,0,-13.31,1.42
PRJ-1236,2021-01-29,2021-09-14,228,859591.28,1061778.89,23.52,40,Medium,Finance,Cost Reduction,2.0,6.18,15,4,1,91.8,29.85,0,-10.6,1.46
PRJ-1237,2020-03-22,2020-10-13,205,1140620.6,1228525.57,7.71,18,Low,HR,System Upgrade,5.16,7.11,9,2,5,94.19,49.84,0,-13.42,1.6
PRJ-1238,2020-06-02,2021-02-10,253,2559648.12,3054032.04,19.31,41,Medium,Operations,System Upgrade,5.24,5.64,1,1,3,83.35,47.85,1,16.88,2.32
PRJ-1239,2022-12-02,2023-10-08,310,2223696.77,2452565.8,10.29,5,Medium,Marketing,New Product Launch,4.67,4.77,12,6,9,83.34,44.95,1,32.43,2.34
PRJ-1240,2022-01-16,2022-09-10,237,430997.46,538383.16,24.92,40,Medium,Finance,New Product Launch,6.06,5.62,6,0,6,69.21,38.38,1,22.28,3.19
PRJ-1241,2022-04-18,2022-06-23,66,2959602.32,2813059.1,-4.95,42,Medium,Marketing,Process Improvement,5.14,2.87,16,3,2,92.47,54.32,1,19.59,3.4
PRJ-1242,2022-05-22,2022-12-01,193,674245.2,759615.72,12.66,29,High,Operations,System Upgrade,3.39,5.21,20,1,3,88.87,45.27,0,-7.53,1.95
PRJ-1243,2022-02-01,2022-09-27,238,4791956.78,5243279.38,9.42,47,Medium,HR,Compliance,2.61,5.57,14,2,0,81.59,33.65,1,19.49,2.94
PRJ-1244,2022-06-30,2023-02-21,236,2890949.22,3628364.78,25.51,28,High,IT,Process Improvement,4.08,3.98,3,1,4,66.41,39.89,0,-18.26,2.35
PRJ-1245,2020-10-02,2021-03-12,161,2291772.63,1826216.14,-20.31,38,High,Finance,Process Improvement,5.19,2.25,3,1,1,98.59,31.12,0,-7.26,1.83
PRJ-1246,2020-03-08,2020-10-04,210,4622470.41,4402713.2,-4.75,43,Medium,HR,Process Improvement,7.15,2.46,4,2,3,78.69,52.12,0,-24.22,2.13
PRJ-1247,2020-07-29,2021-04-27,272,4292629.85,3959875.88,-7.75,20,High,IT,Compliance,8.05,2.27,7,1,5,80.21,71.97,1,17.3,2.16
PRJ-1248,2020-06-05,2020-12-21,199,3418775.3,3323243.17,-2.79,46,High,Marketing,Cost Reduction,1.3,6.64,20,3,5,86.58,27.36,1,15.92,3.13
PRJ-1249,2022-06-23,2023-05-04,315,1744016.35,2237687.18,28.31,5,High,IT,Compliance,2.65,8.64,13,1,1,89.04,32.03,1,16.61,3.84
PRJ-1250,2020-02-27,2020-06-04,98,362756.33,393017.97,8.34,27,High,Operations,Cost Reduction,5.08,5.0,6,2,7,101.51,41.37,1,19.14,2.17
PRJ-1251,2022-04-04,2022-06-02,59,4797467.0,4408509.95,-8.11,22,Medium,IT,System Upgrade,6.88,7.49,11,1,1,73.29,80.0,0,-16.73,1.25
PRJ-1252,2021-01-01,2021-09-16,258,4912167.5,4022977.66,-18.1,10,Low,Operations,New Product Launch,4.16,6.28,5,3,3,71.84,48.23,0,-11.67,1.54
PRJ-1253,2021-07-11,2021-12-21,163,4527041.42,4115136.86,-9.1,44,Low,Operations,Cost Reduction,6.27,8.23,8,1,8,71.8,56.36,0,-18.52,1.45
PRJ-1254,2022-12-10,2023-08-22,255,4666380.93,4624577.2,-0.9,44,High,IT,Process Improvement,3.13,6.3,3,1,5,68.69,27.79,0,-8.25,1.65
PRJ-1255,2020-01-29,2020-07-15,168,1233038.52,1181181.27,-4.21,17,High,HR,System Upgrade,2.11,4.03,11,1,2,87.93,24.11,0,-13.56,1.98
PRJ-1256,2022-01-30,2022-12-19,323,623012.23,644496.08,3.45,46,High,Marketing,New Product Launch,5.15,6.91,8,1,6,84.61,28.7,1,24.23,3.64
PRJ-1257,2021-09-08,2021-11-07,60,121146.11,126047.62,4.05,4,Medium,Operations,Compliance,7.01,6.04,5,5,6,77.48,65.13,0,-10.32,1.93
PRJ-1258,2021-11-17,2022-06-19,214,641271.98,752369.24,17.32,7,Medium,HR,Process Improvement,5.35,8.21,8,3,1,82.15,56.08,0,-10.33,1.59
PRJ-1259,2021-05-21,2021-12-24,217,4519196.72,4629149.97,2.43,17,Medium,Operations,Cost Reduction,6.32,2.47,16,2,4,95.29,50.99,0,-11.35,1.79
PRJ-1260,2022-09-29,2022-12-24,86,4753882.16,2785474.88,-41.41,21,Low,Finance,Compliance,6.57,3.81,18,4,5,96.08,49.61,0,-13.69,1.53
PRJ-1261,2022-10-27,2023-02-13,109,1649568.83,1315034.23,-20.28,18,Low,Finance,Compliance,1.0,6.48,17,2,2,81.67,30.25,0,-11.73,1.39
PRJ-1262,2022-02-07,2022-05-02,84,4729269.85,5114946.41,8.16,47,Medium,HR,New Product Launch,6.58,4.29,7,2,3,89.15,56.56,0,-13.45,2.17
PRJ-1263,2022-07-04,2023-06-18,349,3656753.26,4777281.73,30.64,24,Low,Marketing,Process Improvement,6.18,6.24,4,1,5,100.1,64.75,0,-30.18,2.78
PRJ-1264,2021-03-14,2021-08-26,165,521482.22,539632.82,3.48,11,High,IT,Process Improvement,4.26,5.22,12,1,6,91.17,44.43,0,-9.05,2.17
PRJ-1265,2022-08-25,2023-02-19,178,3147913.92,2435035.69,-22.65,19,High,HR,New Product Launch,5.09,7.51,14,1,3,78.19,59.67,0,-10.28,1.31
PRJ-1266,2022-12-06,2023-10-21,319,60811.51,52231.17,-14.11,20,High,Operations,Cost Reduction,5.74,4.15,8,4,4,90.0,38.5,0,-10.17,2.17
PRJ-1267,2020-11-23,2021-10-04,315,1864428.38,2182794.63,17.08,49,Medium,Operations,System Upgrade,2.65,1.53,7,1,1,98.32,1.25,0,-19.63,2.98
PRJ-1268,2021-01-14,2021-05-06,112,3271085.7,4523082.52,38.27,20,High,Finance,System Upgrade,5.61,4.16,20,0,4,80.54,36.21,1,27.54,4.44
PRJ-1269,2022-02-08,2022-06-22,134,301724.45,156385.2,-48.17,8,Medium,Operations,New Product Launch,4.42,3.81,2,1,4,81.14,39.87,1,31.78,3.49
PRJ-1270,2021-05-24,2022-04-07,318,2865623.05,2896744.55,1.09,44,Medium,Finance,Compliance,7.12,2.73,3,5,2,83.48,43.16,0,-13.1,2.18
PRJ-1271,2020-11-03,2021-05-12,190,3655691.31,4068963.51,11.3,31,Medium,Marketing,Cost Reduction,5.57,4.71,13,2,4,76.23,21.94,0,-7.99,3.92
PRJ-1272,2021-01-19,2021-12-26,341,990176.98,684084.92,-30.91,37,High,Marketing,Process Improvement,4.34,7.69,11,5,2,97.93,58.92,0,-13.47,1.0
PRJ-1273,2021-10-18,2022-04-17,181,2730904.77,2507820.89,-8.17,33,Low,Marketing,New Product Launch,9.55,2.53,15,1,6,92.31,62.75,1,22.71,3.3
PRJ-1274,2020-02-16,2020-06-23,128,2325093.02,2867568.93,23.33,47,High,Finance,Compliance,9.11,6.48,8,4,8,79.79,69.77,0,-8.27,1.67
PRJ-1275,2021-08-07,2021-11-23,108,1589484.67,1545124.44,-2.79,14,Medium,HR,System Upgrade,6.48,6.73,15,3,5,100.88,65.09,1,26.67,3.12
PRJ-1276,2022-03-01,2022-08-10,162,617972.69,659310.96,6.69,48,Medium,Operations,System Upgrade,2.86,3.03,20,0,4,93.51,35.43,0,-11.62,2.6
PRJ-1277,2021-12-01,2022-05-14,164,2058286.4,2047149.79,-0.54,40,Medium,Finance,Compliance,6.41,5.7,10,3,7,91.57,68.81,0,-11.57,1.79
PRJ-1278,2021-05-13,2021-12-09,210,2058769.86,2138010.29,3.85,45,Medium,Operations,New Product Launch,1.49,8.35,12,0,3,79.11,30.43,0,-9.79,2.44
PRJ-1279,2020-01-11,2020-11-15,309,228030.49,259421.34,13.77,37,Medium,Operations,System Upgrade,6.18,6.33,13,2,8,78.08,47.3,1,25.51,3.58
PRJ-1280,2021-12-15,2022-11-06,326,4634655.28,5606134.53,20.96,31,Medium,IT,New Product Launch,2.65,5.27,4,3,1,82.24,36.42,0,0.28,2.11
PRJ-1281,2021-04-10,2021-06-30,81,178185.55,113160.65,-36.49,33,High,HR,Compliance,3.99,4.7,4,2,2,98.69,28.07,0,-19.07,1.31
PRJ-1282,2020-09-26,2021-04-04,190,888640.89,970312.18,9.19,48,Low,Finance,Compliance,5.12,4.6,8,4,3,88.68,52.96,0,-15.57,2.06
PRJ-1283,2022-09-21,2023-01-22,123,1397961.22,1373666.01,-1.74,16,High,Marketing,Cost Reduction,4.76,6.81,20,1,6,79.04,47.65,0,-1.01,2.14
PRJ-1284,2022-05-07,2022-08-23,108,1044342.04,1147156.89,9.84,8,Medium,Operations,System Upgrade,1.16,10.0,14,2,3,74.27,42.87,1,28.14,3.23
PRJ-1285,2021-11-30,2022-09-21,295,3404523.63,4145232.58,21.76,17,High,HR,Cost Reduction,4.95,7.91,3,0,5,82.2,34.85,0,-2.97,1.52
PRJ-1286,2021-08-28,2022-08-19,356,718143.51,841950.39,17.24,3,Medium,Operations,New Product Launch,1.55,4.11,4,2,0,97.2,35.01,0,-13.17,1.43
PRJ-1287,2021-12-06,2022-01-30,55,2661519.13,3180055.75,19.48,48,Medium,Operations,System Upgrade,5.7,6.05,3,2,3,78.59,57.25,0,-16.19,2.33
PRJ-1288,2021-09-25,2021-12-19,85,1943298.08,2464548.57,26.82,3,Medium,IT,Process Improvement,4.42,5.16,4,1,3,92.59,29.45,0,-11.84,3.01
PRJ-1289,2022-08-14,2023-08-06,357,2770938.84,3112678.62,12.33,4,Medium,Operations,System Upgrade,4.64,7.74,18,0,4,83.55,56.14,0,-11.42,2.21
PRJ-1290,2021-01-28,2021-07-01,154,4973093.07,4706776.53,-5.36,17,Medium,Operations,Compliance,5.44,5.1,7,2,3,74.85,62.64,0,-11.65,2.66
PRJ-1291,2022-01-26,2022-08-07,193,4412422.85,6078247.06,37.75,28,High,IT,System Upgrade,5.2,1.31,4,1,3,82.25,9.9,0,-9.96,2.25
PRJ-1292,2021-06-29,2021-11-10,134,4035212.22,4372209.01,8.35,12,High,IT,Cost Reduction,7.32,3.34,1,2,3,68.95,69.23,0,-6.92,1.7
PRJ-1293,2021-06-03,2021-07-12,39,1701835.83,1965348.16,15.48,7,Low,IT,Compliance,7.1,6.14,2,0,10,91.6,43.2,0,-15.17,2.15
PRJ-1294,2020-05-26,2020-10-16,143,1864856.62,1555954.99,-16.56,22,Medium,IT,Process Improvement,5.75,8.43,18,0,4,101.09,47.08,0,-17.25,2.11
PRJ-1295,2021-04-21,2022-01-16,270,3158395.74,3410651.7,7.99,32,Medium,HR,Cost Reduction,2.44,3.79,19,2,2,80.32,20.68,1,13.92,4.2
PRJ-1296,2020-10-23,2021-10-02,344,2417504.15,2509310.95,3.8,30,Medium,IT,Process Improvement,2.33,5.13,10,0,3,77.05,28.47,0,-6.96,2.38
PRJ-1297,2020-07-04,2020-09-02,60,1634294.84,2249091.44,37.62,32,High,Marketing,System Upgrade,9.01,4.59,8,0,3,89.19,62.4,0,-7.08,1.72
PRJ-1298,2022-12-12,2023-10-28,320,1494742.53,1445363.62,-3.3,29,Medium,Operations,New Product Launch,2.75,3.14,12,2,4,85.72,34.06,1,23.32,3.01
PRJ-1299,2020-09-01,2020-10-28,57,1944509.5,2012795.29,3.51,24,High,HR,Process Improvement,6.58,1.69,14,1,3,83.3,56.35,0,-9.65,1.0
PRJ-1300,2022-08-15,2022-11-15,92,4782101.29,2740807.04,-42.69,14,Medium,Finance,Compliance,6.49,2.25,14,3,4,94.67,41.19,1,8.13,3.13
PRJ-1301,2021-07-11,2021-09-11,62,1662225.95,2430367.54,46.21,25,High,Operations,New Product Launch,3.99,7.35,13,2,5,80.8,47.11,0,-7.1,2.17
PRJ-1302,2020-04-20,2021-02-14,300,51192.97,46115.22,-9.92,5,High,IT,Cost Reduction,3.68,8.1,16,1,8,92.9,44.39,1,28.1,3.54
PRJ-1303,2021-02-05,2021-07-24,169,4984198.18,3610666.86,-27.56,39,Low,Marketing,Cost Reduction,4.17,6.29,11,1,3,84.36,27.2,0,-10.28,2.38
PRJ-1304,2021-03-09,2021-08-03,147,4444797.72,6599377.98,48.47,28,Low,Finance,Compliance,1.51,9.04,14,2,4,87.31,45.1,0,-21.09,2.0
PRJ-1305,2021-12-19,2022-04-30,132,2327317.38,2920259.51,25.48,4,Medium,Operations,Cost Reduction,7.37,8.08,15,0,5,94.11,56.26,0,-16.49,1.0
PRJ-1306,2020-09-09,2020-10-18,39,2108772.59,2390825.12,13.38,45,Low,Marketing,Cost Reduction,5.44,5.15,12,1,6,71.16,36.9,0,-12.63,2.12
PRJ-1307,2022-04-17,2022-08-14,119,2659379.11,2884788.7,8.48,25,Medium,Operations,Process Improvement,8.43,4.8,13,2,7,105.85,50.49,1,25.59,3.26
PRJ-1308,2021-01-16,2021-06-01,136,2335942.08,2808038.84,20.21,36,Low,HR,Process Improvement,1.51,1.0,6,4,1,84.8,12.65,0,-2.46,2.27
PRJ-1309,2022-02-08,2023-01-26,352,1930625.24,1261067.45,-34.68,8,Low,Finance,Cost Reduction,7.36,9.14,18,1,8,79.23,58.84,0,-7.13,1.47
PRJ-1310,2020-10-22,2020-12-13,52,4278577.4,4260234.86,-0.43,7,Medium,HR,System Upgrade,5.39,5.57,15,2,6,86.4,47.39,0,-15.46,1.68
PRJ-1311,2021-03-17,2022-01-10,299,3780718.55,2392595.65,-36.72,4,Low,Finance,System Upgrade,5.17,2.93,5,0,6,82.15,41.07,0,-14.58,3.04
